model,method,bench,case,category,measure,phase,value
gpt2-xl,alphaedit,counterfact,12756,target_close_neighbour,success,pre,0.9
gpt2-xl,alphaedit,counterfact,13401,efficacy,acc,post,1.0
gpt2-xl,alphaedit,counterfact,13401,efficacy,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,13401,efficacy,diff,post,0.9831002928643406
gpt2-xl,alphaedit,counterfact,13401,efficacy,diff,pre,-8.63215397830715e-05
gpt2-xl,alphaedit,counterfact,13401,efficacy,success,post,1.0
gpt2-xl,alphaedit,counterfact,13401,efficacy,success,pre,0.0
gpt2-xl,alphaedit,counterfact,13401,generalisation,acc,post,0.0
gpt2-xl,alphaedit,counterfact,13401,generalisation,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,13401,generalisation,diff,post,0.1750593337020508
gpt2-xl,alphaedit,counterfact,13401,generalisation,diff,pre,-0.00013208777545078708
gpt2-xl,alphaedit,counterfact,13401,generalisation,success,post,1.0
gpt2-xl,alphaedit,counterfact,13401,generalisation,success,pre,0.0
gpt2-xl,alphaedit,counterfact,13401,specificity,acc,post,0.0
gpt2-xl,alphaedit,counterfact,13401,specificity,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,13401,specificity,diff,post,-0.0026221971633669143
gpt2-xl,alphaedit,counterfact,13401,specificity,diff,pre,-0.0024586702191150478
gpt2-xl,alphaedit,counterfact,13401,specificity,success,post,0.0
gpt2-xl,alphaedit,counterfact,13401,specificity,success,pre,0.0
gpt2-xl,alphaedit,counterfact,13401,target_close_neighbour,acc,post,0.0
gpt2-xl,alphaedit,counterfact,13401,target_close_neighbour,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,13401,target_close_neighbour,diff,post,-0.00015515033614027366
gpt2-xl,alphaedit,counterfact,13401,target_close_neighbour,diff,pre,-0.00013613378812816194
gpt2-xl,alphaedit,counterfact,13401,target_close_neighbour,success,post,0.0
gpt2-xl,alphaedit,counterfact,13401,target_close_neighbour,success,pre,0.0
gpt2-xl,alphaedit,counterfact,13493,efficacy,acc,post,1.0
gpt2-xl,alphaedit,counterfact,13493,efficacy,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,13493,efficacy,diff,post,0.9979382060545132
gpt2-xl,alphaedit,counterfact,13493,efficacy,diff,pre,-0.8284584770277096
gpt2-xl,alphaedit,counterfact,13493,efficacy,success,post,1.0
gpt2-xl,alphaedit,counterfact,13493,efficacy,success,pre,0.0
gpt2-xl,alphaedit,counterfact,13493,generalisation,acc,post,1.0
gpt2-xl,alphaedit,counterfact,13493,generalisation,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,13493,generalisation,diff,post,0.9868622646234964
gpt2-xl,alphaedit,counterfact,13493,generalisation,diff,pre,-0.39277554523239233
gpt2-xl,alphaedit,counterfact,13493,generalisation,success,post,1.0
gpt2-xl,alphaedit,counterfact,13493,generalisation,success,pre,0.0
gpt2-xl,alphaedit,counterfact,13493,specificity,acc,post,0.4
gpt2-xl,alphaedit,counterfact,13493,specificity,acc,pre,0.4
gpt2-xl,alphaedit,counterfact,13493,specificity,diff,post,-0.23926219347964844
gpt2-xl,alphaedit,counterfact,13493,specificity,diff,pre,-0.29742299162861896
gpt2-xl,alphaedit,counterfact,13493,specificity,success,post,0.1
gpt2-xl,alphaedit,counterfact,13493,specificity,success,pre,0.0
gpt2-xl,alphaedit,counterfact,13493,target_close_neighbour,acc,post,0.7
gpt2-xl,alphaedit,counterfact,13493,target_close_neighbour,acc,pre,0.7
gpt2-xl,alphaedit,counterfact,13493,target_close_neighbour,diff,post,0.3339692718879108
gpt2-xl,alphaedit,counterfact,13493,target_close_neighbour,diff,pre,0.3127790988913913
gpt2-xl,alphaedit,counterfact,13493,target_close_neighbour,success,post,1.0
gpt2-xl,alphaedit,counterfact,13493,target_close_neighbour,success,pre,1.0
gpt2-xl,alphaedit,counterfact,13602,efficacy,acc,post,1.0
gpt2-xl,alphaedit,counterfact,13602,efficacy,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,13602,efficacy,diff,post,0.9955124845603165
gpt2-xl,alphaedit,counterfact,13602,efficacy,diff,pre,-0.3437196922705103
gpt2-xl,alphaedit,counterfact,13602,efficacy,success,post,1.0
gpt2-xl,alphaedit,counterfact,13602,efficacy,success,pre,0.0
gpt2-xl,alphaedit,counterfact,13602,generalisation,acc,post,0.5
gpt2-xl,alphaedit,counterfact,13602,generalisation,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,13602,generalisation,diff,post,0.42535372109203473
gpt2-xl,alphaedit,counterfact,13602,generalisation,diff,pre,-0.22245752272190797
gpt2-xl,alphaedit,counterfact,13602,generalisation,success,post,1.0
gpt2-xl,alphaedit,counterfact,13602,generalisation,success,pre,0.0
gpt2-xl,alphaedit,counterfact,13602,specificity,acc,post,0.2
gpt2-xl,alphaedit,counterfact,13602,specificity,acc,pre,0.2
gpt2-xl,alphaedit,counterfact,13602,specificity,diff,post,-0.0661497530095117
gpt2-xl,alphaedit,counterfact,13602,specificity,diff,pre,-0.06374715831162822
gpt2-xl,alphaedit,counterfact,13602,specificity,success,post,0.1
gpt2-xl,alphaedit,counterfact,13602,specificity,success,pre,0.1
gpt2-xl,alphaedit,counterfact,13602,target_close_neighbour,acc,post,0.0
gpt2-xl,alphaedit,counterfact,13602,target_close_neighbour,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,13602,target_close_neighbour,diff,post,-0.04192892370203214
gpt2-xl,alphaedit,counterfact,13602,target_close_neighbour,diff,pre,-0.03959248573738354
gpt2-xl,alphaedit,counterfact,13602,target_close_neighbour,success,post,0.2
gpt2-xl,alphaedit,counterfact,13602,target_close_neighbour,success,pre,0.2
gpt2-xl,alphaedit,counterfact,13663,efficacy,acc,post,1.0
gpt2-xl,alphaedit,counterfact,13663,efficacy,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,13663,efficacy,diff,post,0.9834558046371966
gpt2-xl,alphaedit,counterfact,13663,efficacy,diff,pre,-4.503094113012748e-05
gpt2-xl,alphaedit,counterfact,13663,efficacy,success,post,1.0
gpt2-xl,alphaedit,counterfact,13663,efficacy,success,pre,0.0
gpt2-xl,alphaedit,counterfact,13663,generalisation,acc,post,0.5
gpt2-xl,alphaedit,counterfact,13663,generalisation,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,13663,generalisation,diff,post,0.28009189885421715
gpt2-xl,alphaedit,counterfact,13663,generalisation,diff,pre,-0.0022538110784027995
gpt2-xl,alphaedit,counterfact,13663,generalisation,success,post,1.0
gpt2-xl,alphaedit,counterfact,13663,generalisation,success,pre,0.0
gpt2-xl,alphaedit,counterfact,13663,specificity,acc,post,0.0
gpt2-xl,alphaedit,counterfact,13663,specificity,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,13663,specificity,diff,post,-0.00020302968218014944
gpt2-xl,alphaedit,counterfact,13663,specificity,diff,pre,-0.0002172353588418796
gpt2-xl,alphaedit,counterfact,13663,specificity,success,post,0.0
gpt2-xl,alphaedit,counterfact,13663,specificity,success,pre,0.0
gpt2-xl,alphaedit,counterfact,13663,target_close_neighbour,acc,post,0.0
gpt2-xl,alphaedit,counterfact,13663,target_close_neighbour,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,13663,target_close_neighbour,diff,post,0.001286417195723168
gpt2-xl,alphaedit,counterfact,13663,target_close_neighbour,diff,pre,0.000646357720010657
gpt2-xl,alphaedit,counterfact,13663,target_close_neighbour,success,post,0.3
gpt2-xl,alphaedit,counterfact,13663,target_close_neighbour,success,pre,0.3
gpt2-xl,alphaedit,counterfact,13755,efficacy,acc,post,1.0
gpt2-xl,alphaedit,counterfact,13755,efficacy,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,13755,efficacy,diff,post,0.9820699447925371
gpt2-xl,alphaedit,counterfact,13755,efficacy,diff,pre,-0.1701646943536048
gpt2-xl,alphaedit,counterfact,13755,efficacy,success,post,1.0
gpt2-xl,alphaedit,counterfact,13755,efficacy,success,pre,0.0
gpt2-xl,alphaedit,counterfact,13755,generalisation,acc,post,0.5
gpt2-xl,alphaedit,counterfact,13755,generalisation,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,13755,generalisation,diff,post,0.27104555112343526
gpt2-xl,alphaedit,counterfact,13755,generalisation,diff,pre,-0.11693221210441833
gpt2-xl,alphaedit,counterfact,13755,generalisation,success,post,1.0
gpt2-xl,alphaedit,counterfact,13755,generalisation,success,pre,0.0
gpt2-xl,alphaedit,counterfact,13755,specificity,acc,post,0.0
gpt2-xl,alphaedit,counterfact,13755,specificity,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,13755,specificity,diff,post,-0.0026079519250427566
gpt2-xl,alphaedit,counterfact,13755,specificity,diff,pre,-0.002485038198855953
gpt2-xl,alphaedit,counterfact,13755,specificity,success,post,0.0
gpt2-xl,alphaedit,counterfact,13755,specificity,success,pre,0.0
gpt2-xl,alphaedit,counterfact,13755,target_close_neighbour,acc,post,0.0
gpt2-xl,alphaedit,counterfact,13755,target_close_neighbour,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,13755,target_close_neighbour,diff,post,-0.00010612024443246416
gpt2-xl,alphaedit,counterfact,13755,target_close_neighbour,diff,pre,-0.00017727297203356057
gpt2-xl,alphaedit,counterfact,13755,target_close_neighbour,success,post,0.1
gpt2-xl,alphaedit,counterfact,13755,target_close_neighbour,success,pre,0.1
gpt2-xl,alphaedit,counterfact,14149,efficacy,acc,post,1.0
gpt2-xl,alphaedit,counterfact,14149,efficacy,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,14149,efficacy,diff,post,0.9873245498924214
gpt2-xl,alphaedit,counterfact,14149,efficacy,diff,pre,1.692832399897048e-05
gpt2-xl,alphaedit,counterfact,14149,efficacy,success,post,1.0
gpt2-xl,alphaedit,counterfact,14149,efficacy,success,pre,1.0
gpt2-xl,alphaedit,counterfact,14149,generalisation,acc,post,1.0
gpt2-xl,alphaedit,counterfact,14149,generalisation,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,14149,generalisation,diff,post,0.8329694183732865
gpt2-xl,alphaedit,counterfact,14149,generalisation,diff,pre,5.5955227247180846e-05
gpt2-xl,alphaedit,counterfact,14149,generalisation,success,post,1.0
gpt2-xl,alphaedit,counterfact,14149,generalisation,success,pre,1.0
gpt2-xl,alphaedit,counterfact,14149,specificity,acc,post,0.0
gpt2-xl,alphaedit,counterfact,14149,specificity,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,14149,specificity,diff,post,-0.0004506577407694428
gpt2-xl,alphaedit,counterfact,14149,specificity,diff,pre,-0.00047667325472657555
gpt2-xl,alphaedit,counterfact,14149,specificity,success,post,0.6
gpt2-xl,alphaedit,counterfact,14149,specificity,success,pre,0.6
gpt2-xl,alphaedit,counterfact,14149,target_close_neighbour,acc,post,0.0
gpt2-xl,alphaedit,counterfact,14149,target_close_neighbour,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,14149,target_close_neighbour,diff,post,0.0005176542400249764
gpt2-xl,alphaedit,counterfact,14149,target_close_neighbour,diff,pre,0.00038515873901612453
gpt2-xl,alphaedit,counterfact,14149,target_close_neighbour,success,post,1.0
gpt2-xl,alphaedit,counterfact,14149,target_close_neighbour,success,pre,1.0
gpt2-xl,alphaedit,counterfact,1424,efficacy,acc,post,1.0
gpt2-xl,alphaedit,counterfact,1424,efficacy,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,1424,efficacy,diff,post,0.9979117279592525
gpt2-xl,alphaedit,counterfact,1424,efficacy,diff,pre,0.0011063994831783759
gpt2-xl,alphaedit,counterfact,1424,efficacy,success,post,1.0
gpt2-xl,alphaedit,counterfact,1424,efficacy,success,pre,1.0
gpt2-xl,alphaedit,counterfact,1424,generalisation,acc,post,0.5
gpt2-xl,alphaedit,counterfact,1424,generalisation,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,1424,generalisation,diff,post,0.5120958957074897
gpt2-xl,alphaedit,counterfact,1424,generalisation,diff,pre,0.010333257975491802
gpt2-xl,alphaedit,counterfact,1424,generalisation,success,post,1.0
gpt2-xl,alphaedit,counterfact,1424,generalisation,success,pre,0.5
gpt2-xl,alphaedit,counterfact,1424,specificity,acc,post,0.0
gpt2-xl,alphaedit,counterfact,1424,specificity,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,1424,specificity,diff,post,0.0032449409466325093
gpt2-xl,alphaedit,counterfact,1424,specificity,diff,pre,0.0009397827920551291
gpt2-xl,alphaedit,counterfact,1424,specificity,success,post,0.8
gpt2-xl,alphaedit,counterfact,1424,specificity,success,pre,0.7
gpt2-xl,alphaedit,counterfact,1424,target_close_neighbour,acc,post,0.0
gpt2-xl,alphaedit,counterfact,1424,target_close_neighbour,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,1424,target_close_neighbour,diff,post,0.005611060264661709
gpt2-xl,alphaedit,counterfact,1424,target_close_neighbour,diff,pre,0.0026004313320144717
gpt2-xl,alphaedit,counterfact,1424,target_close_neighbour,success,post,1.0
gpt2-xl,alphaedit,counterfact,1424,target_close_neighbour,success,pre,1.0
gpt2-xl,alphaedit,counterfact,14474,efficacy,acc,post,1.0
gpt2-xl,alphaedit,counterfact,14474,efficacy,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,14474,efficacy,diff,post,0.9964540002631042
gpt2-xl,alphaedit,counterfact,14474,efficacy,diff,pre,-0.053109113276464275
gpt2-xl,alphaedit,counterfact,14474,efficacy,success,post,1.0
gpt2-xl,alphaedit,counterfact,14474,efficacy,success,pre,0.0
gpt2-xl,alphaedit,counterfact,14474,generalisation,acc,post,0.5
gpt2-xl,alphaedit,counterfact,14474,generalisation,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,14474,generalisation,diff,post,0.3882715053509097
gpt2-xl,alphaedit,counterfact,14474,generalisation,diff,pre,-0.004372283015142811
gpt2-xl,alphaedit,counterfact,14474,generalisation,success,post,1.0
gpt2-xl,alphaedit,counterfact,14474,generalisation,success,pre,0.0
gpt2-xl,alphaedit,counterfact,14474,specificity,acc,post,0.2
gpt2-xl,alphaedit,counterfact,14474,specificity,acc,pre,0.2
gpt2-xl,alphaedit,counterfact,14474,specificity,diff,post,-0.0659708938332191
gpt2-xl,alphaedit,counterfact,14474,specificity,diff,pre,-0.07391620042722638
gpt2-xl,alphaedit,counterfact,14474,specificity,success,post,0.4
gpt2-xl,alphaedit,counterfact,14474,specificity,success,pre,0.4
gpt2-xl,alphaedit,counterfact,14474,target_close_neighbour,acc,post,0.6
gpt2-xl,alphaedit,counterfact,14474,target_close_neighbour,acc,pre,0.4
gpt2-xl,alphaedit,counterfact,14474,target_close_neighbour,diff,post,0.4137666772786849
gpt2-xl,alphaedit,counterfact,14474,target_close_neighbour,diff,pre,0.2610322458735449
gpt2-xl,alphaedit,counterfact,14474,target_close_neighbour,success,post,1.0
gpt2-xl,alphaedit,counterfact,14474,target_close_neighbour,success,pre,0.9
gpt2-xl,alphaedit,counterfact,14633,efficacy,acc,post,1.0
gpt2-xl,alphaedit,counterfact,14633,efficacy,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,14633,efficacy,diff,post,0.9951189589564645
gpt2-xl,alphaedit,counterfact,14633,efficacy,diff,pre,-0.0007401334319274672
gpt2-xl,alphaedit,counterfact,14633,efficacy,success,post,1.0
gpt2-xl,alphaedit,counterfact,14633,efficacy,success,pre,0.0
gpt2-xl,alphaedit,counterfact,14633,generalisation,acc,post,0.0
gpt2-xl,alphaedit,counterfact,14633,generalisation,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,14633,generalisation,diff,post,0.018457501600011354
gpt2-xl,alphaedit,counterfact,14633,generalisation,diff,pre,-0.005841419904444882
gpt2-xl,alphaedit,counterfact,14633,generalisation,success,post,1.0
gpt2-xl,alphaedit,counterfact,14633,generalisation,success,pre,0.0
gpt2-xl,alphaedit,counterfact,14633,specificity,acc,post,0.0
gpt2-xl,alphaedit,counterfact,14633,specificity,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,14633,specificity,diff,post,-0.0018614740784811787
gpt2-xl,alphaedit,counterfact,14633,specificity,diff,pre,-0.0019177495504050309
gpt2-xl,alphaedit,counterfact,14633,specificity,success,post,0.2
gpt2-xl,alphaedit,counterfact,14633,specificity,success,pre,0.2
gpt2-xl,alphaedit,counterfact,14633,target_close_neighbour,acc,post,0.0
gpt2-xl,alphaedit,counterfact,14633,target_close_neighbour,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,14633,target_close_neighbour,diff,post,0.007148096007539828
gpt2-xl,alphaedit,counterfact,14633,target_close_neighbour,diff,pre,0.004607379405474283
gpt2-xl,alphaedit,counterfact,14633,target_close_neighbour,success,post,0.9
gpt2-xl,alphaedit,counterfact,14633,target_close_neighbour,success,pre,0.9
gpt2-xl,alphaedit,counterfact,14871,efficacy,acc,post,1.0
gpt2-xl,alphaedit,counterfact,14871,efficacy,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,14871,efficacy,diff,post,0.9819735293587322
gpt2-xl,alphaedit,counterfact,14871,efficacy,diff,pre,-0.0004985355752148125
gpt2-xl,alphaedit,counterfact,14871,efficacy,success,post,1.0
gpt2-xl,alphaedit,counterfact,14871,efficacy,success,pre,0.0
gpt2-xl,alphaedit,counterfact,14871,generalisation,acc,post,0.5
gpt2-xl,alphaedit,counterfact,14871,generalisation,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,14871,generalisation,diff,post,0.4220072753410986
gpt2-xl,alphaedit,counterfact,14871,generalisation,diff,pre,-0.002097784362107692
gpt2-xl,alphaedit,counterfact,14871,generalisation,success,post,1.0
gpt2-xl,alphaedit,counterfact,14871,generalisation,success,pre,0.0
gpt2-xl,alphaedit,counterfact,14871,specificity,acc,post,0.0
gpt2-xl,alphaedit,counterfact,14871,specificity,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,14871,specificity,diff,post,-0.0013115861977029645
gpt2-xl,alphaedit,counterfact,14871,specificity,diff,pre,-0.0013587255965859927
gpt2-xl,alphaedit,counterfact,14871,specificity,success,post,0.0
gpt2-xl,alphaedit,counterfact,14871,specificity,success,pre,0.0
gpt2-xl,alphaedit,counterfact,14871,target_close_neighbour,acc,post,0.1
gpt2-xl,alphaedit,counterfact,14871,target_close_neighbour,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,14871,target_close_neighbour,diff,post,0.00946819679262899
gpt2-xl,alphaedit,counterfact,14871,target_close_neighbour,diff,pre,0.006101800714658723
gpt2-xl,alphaedit,counterfact,14871,target_close_neighbour,success,post,0.9
gpt2-xl,alphaedit,counterfact,14871,target_close_neighbour,success,pre,0.9
gpt2-xl,alphaedit,counterfact,14889,efficacy,acc,post,1.0
gpt2-xl,alphaedit,counterfact,14889,efficacy,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,14889,efficacy,diff,post,0.9937018954790954
gpt2-xl,alphaedit,counterfact,14889,efficacy,diff,pre,0.015944131346364278
gpt2-xl,alphaedit,counterfact,14889,efficacy,success,post,1.0
gpt2-xl,alphaedit,counterfact,14889,efficacy,success,pre,1.0
gpt2-xl,alphaedit,counterfact,14889,generalisation,acc,post,1.0
gpt2-xl,alphaedit,counterfact,14889,generalisation,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,14889,generalisation,diff,post,0.7369280148607782
gpt2-xl,alphaedit,counterfact,14889,generalisation,diff,pre,-1.5017315821984027e-05
gpt2-xl,alphaedit,counterfact,14889,generalisation,success,post,1.0
gpt2-xl,alphaedit,counterfact,14889,generalisation,success,pre,0.5
gpt2-xl,alphaedit,counterfact,14889,specificity,acc,post,0.6
gpt2-xl,alphaedit,counterfact,14889,specificity,acc,pre,0.5
gpt2-xl,alphaedit,counterfact,14889,specificity,diff,post,-0.15777244903407345
gpt2-xl,alphaedit,counterfact,14889,specificity,diff,pre,-0.11740980725769912
gpt2-xl,alphaedit,counterfact,14889,specificity,success,post,0.3
gpt2-xl,alphaedit,counterfact,14889,specificity,success,pre,0.3
gpt2-xl,alphaedit,counterfact,14889,target_close_neighbour,acc,post,0.9
gpt2-xl,alphaedit,counterfact,14889,target_close_neighbour,acc,pre,0.6
gpt2-xl,alphaedit,counterfact,14889,target_close_neighbour,diff,post,0.5572444769483359
gpt2-xl,alphaedit,counterfact,14889,target_close_neighbour,diff,pre,0.422024563044883
gpt2-xl,alphaedit,counterfact,14889,target_close_neighbour,success,post,1.0
gpt2-xl,alphaedit,counterfact,14889,target_close_neighbour,success,pre,1.0
gpt2-xl,alphaedit,counterfact,15105,efficacy,acc,post,1.0
gpt2-xl,alphaedit,counterfact,15105,efficacy,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,15105,efficacy,diff,post,0.9997138783926984
gpt2-xl,alphaedit,counterfact,15105,efficacy,diff,pre,-0.16955865247547713
gpt2-xl,alphaedit,counterfact,15105,efficacy,success,post,1.0
