model,method,bench,case,category,measure,phase,value
gpt2-xl,alphaedit,mquake,2121,single_hop,diff,post,0.9905243505463767
gpt2-xl,alphaedit,mquake,2121,single_hop,acc,post,0.7222222222222222
gpt2-xl,alphaedit,mquake,2121,multihop,hit,post,0.0
gpt2-xl,alphaedit,mquake,825,efficacy,success,pre,0.0
gpt2-xl,alphaedit,mquake,825,efficacy,diff,pre,-0.2943418673995905
gpt2-xl,alphaedit,mquake,825,efficacy,acc,pre,0.16666666666666666
gpt2-xl,alphaedit,mquake,825,single_hop,success,pre,0.0
gpt2-xl,alphaedit,mquake,825,single_hop,diff,pre,-0.2789840940823012
gpt2-xl,alphaedit,mquake,825,single_hop,acc,pre,0.16666666666666666
gpt2-xl,alphaedit,mquake,825,multihop,hit,pre,0.0
gpt2-xl,alphaedit,mquake,825,efficacy,success,post,1.0
gpt2-xl,alphaedit,mquake,825,efficacy,diff,post,0.9580780360874981
gpt2-xl,alphaedit,mquake,825,efficacy,acc,post,1.0
gpt2-xl,alphaedit,mquake,825,single_hop,success,post,1.0
gpt2-xl,alphaedit,mquake,825,single_hop,diff,post,0.9398477474711421
gpt2-xl,alphaedit,mquake,825,single_hop,acc,post,1.0
gpt2-xl,alphaedit,mquake,825,multihop,hit,post,0.0
gpt2-xl,alphaedit,mquake,2014,efficacy,success,pre,0.0
gpt2-xl,alphaedit,mquake,2014,efficacy,diff,pre,-0.07655971232967555
gpt2-xl,alphaedit,mquake,2014,efficacy,acc,pre,0.30952380952380953
gpt2-xl,alphaedit,mquake,2014,single_hop,success,pre,0.0
gpt2-xl,alphaedit,mquake,2014,single_hop,diff,pre,-0.07837771438379718
gpt2-xl,alphaedit,mquake,2014,single_hop,acc,pre,0.6168831168831169
gpt2-xl,alphaedit,mquake,2014,multihop,hit,pre,0.0
gpt2-xl,alphaedit,mquake,2014,efficacy,success,post,1.0
gpt2-xl,alphaedit,mquake,2014,efficacy,diff,post,0.9852389774908964
gpt2-xl,alphaedit,mquake,2014,efficacy,acc,post,1.0
gpt2-xl,alphaedit,mquake,2014,single_hop,success,post,1.0
gpt2-xl,alphaedit,mquake,2014,single_hop,diff,post,0.9732158819646539
gpt2-xl,alphaedit,mquake,2014,single_hop,acc,post,1.0
gpt2-xl,alphaedit,mquake,2014,multihop,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row657,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row657,ripple_relation_specificity,hit,pre,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row657,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row657,ripple_relation_specificity,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row839,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row839,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row792,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row792,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row778,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row778,ripple_logical,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row778,ripple_relation_specificity,hit,pre,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row778,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row778,ripple_logical,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row778,ripple_relation_specificity,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row846,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row846,ripple_relation_specificity,hit,pre,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row846,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row846,ripple_relation_specificity,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_random_row1742,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_random_row1742,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_random_row1584,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_random_row1584,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_random_row1799,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_random_row1799,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_random_row1627,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_random_row1627,efficacy,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_random_row1806,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_random_row1806,efficacy,hit,post,0.0
gpt2-xl,alphaedit,zsre,zsre_row18114,efficacy,success,pre,1.0
gpt2-xl,alphaedit,zsre,zsre_row18114,efficacy,diff,pre,0.0013489904607146578
gpt2-xl,alphaedit,zsre,zsre_row18114,efficacy,acc,pre,0.0
gpt2-xl,alphaedit,zsre,zsre_row18114,generalisation,success,pre,1.0
gpt2-xl,alphaedit,zsre,zsre_row18114,generalisation,diff,pre,0.007393608263029027
gpt2-xl,alphaedit,zsre,zsre_row18114,generalisation,acc,pre,0.5
gpt2-xl,alphaedit,zsre,zsre_row18114,specificity,success,pre,0.0
gpt2-xl,alphaedit,zsre,zsre_row18114,specificity,diff,pre,-0.003835267040342944
gpt2-xl,alphaedit,zsre,zsre_row18114,specificity,acc,pre,0.25
gpt2-xl,alphaedit,zsre,zsre_row18114,efficacy,success,post,1.0
gpt2-xl,alphaedit,zsre,zsre_row18114,efficacy,diff,post,0.9966378313902106
gpt2-xl,alphaedit,zsre,zsre_row18114,efficacy,acc,post,1.0
gpt2-xl,alphaedit,zsre,zsre_row18114,generalisation,success,post,1.0
gpt2-xl,alphaedit,zsre,zsre_row18114,generalisation,diff,post,0.9947340932532729
gpt2-xl,alphaedit,zsre,zsre_row18114,generalisation,acc,post,1.0
gpt2-xl,alphaedit,zsre,zsre_row18114,specificity,success,post,0.0
gpt2-xl,alphaedit,zsre,zsre_row18114,specificity,diff,post,-0.003972575213580968
gpt2-xl,alphaedit,zsre,zsre_row18114,specificity,acc,post,0.25
gpt2-xl,alphaedit,zsre,zsre_row10337,efficacy,success,pre,1.0
gpt2-xl,alphaedit,zsre,zsre_row10337,efficacy,diff,pre,0.008737059411089355
gpt2-xl,alphaedit,zsre,zsre_row10337,efficacy,acc,pre,0.3333333333333333
gpt2-xl,alphaedit,zsre,zsre_row10337,generalisation,success,pre,1.0
gpt2-xl,alphaedit,zsre,zsre_row10337,generalisation,diff,pre,0.0029590640572478514
gpt2-xl,alphaedit,zsre,zsre_row10337,generalisation,acc,pre,0.3333333333333333
gpt2-xl,alphaedit,zsre,zsre_row10337,specificity,success,pre,1.0
gpt2-xl,alphaedit,zsre,zsre_row10337,specificity,diff,pre,0.00013660588108589132
gpt2-xl,alphaedit,zsre,zsre_row10337,specificity,acc,pre,0.0
gpt2-xl,alphaedit,zsre,zsre_row10337,efficacy,success,post,1.0
gpt2-xl,alphaedit,zsre,zsre_row10337,efficacy,diff,post,0.9677551884270823
gpt2-xl,alphaedit,zsre,zsre_row10337,efficacy,acc,post,1.0
gpt2-xl,alphaedit,zsre,zsre_row10337,generalisation,success,post,1.0
gpt2-xl,alphaedit,zsre,zsre_row10337,generalisation,diff,post,0.9167549981889527
gpt2-xl,alphaedit,zsre,zsre_row10337,generalisation,acc,post,1.0
gpt2-xl,alphaedit,zsre,zsre_row10337,specificity,success,post,1.0
gpt2-xl,alphaedit,zsre,zsre_row10337,specificity,diff,post,0.00012832934914923063
gpt2-xl,alphaedit,zsre,zsre_row10337,specificity,acc,post,0.0
gpt2-xl,alphaedit,zsre,zsre_row11396,efficacy,success,pre,1.0
gpt2-xl,alphaedit,zsre,zsre_row11396,efficacy,diff,pre,0.15288347323089016
gpt2-xl,alphaedit,zsre,zsre_row11396,efficacy,acc,pre,0.6666666666666666
gpt2-xl,alphaedit,zsre,zsre_row11396,generalisation,success,pre,1.0
gpt2-xl,alphaedit,zsre,zsre_row11396,generalisation,diff,pre,0.16456620292618865
gpt2-xl,alphaedit,zsre,zsre_row11396,generalisation,acc,pre,0.6666666666666666
gpt2-xl,alphaedit,zsre,zsre_row11396,specificity,success,pre,0.0
gpt2-xl,alphaedit,zsre,zsre_row11396,specificity,diff,pre,-2.9790150548376524e-06
gpt2-xl,alphaedit,zsre,zsre_row11396,specificity,acc,pre,0.0
gpt2-xl,alphaedit,zsre,zsre_row11396,efficacy,success,post,1.0
gpt2-xl,alphaedit,zsre,zsre_row11396,efficacy,diff,post,0.40453198658331474
gpt2-xl,alphaedit,zsre,zsre_row11396,efficacy,acc,post,0.8333333333333334
gpt2-xl,alphaedit,zsre,zsre_row11396,generalisation,success,post,1.0
gpt2-xl,alphaedit,zsre,zsre_row11396,generalisation,diff,post,0.30721931093610205
gpt2-xl,alphaedit,zsre,zsre_row11396,generalisation,acc,post,0.8333333333333334
gpt2-xl,alphaedit,zsre,zsre_row11396,specificity,success,post,1.0
gpt2-xl,alphaedit,zsre,zsre_row11396,specificity,diff,post,3.533809733456336e-05
gpt2-xl,alphaedit,zsre,zsre_row11396,specificity,acc,post,0.0
gpt2-xl,alphaedit,zsre,zsre_row12562,efficacy,success,pre,1.0
gpt2-xl,alphaedit,zsre,zsre_row12562,efficacy,diff,pre,0.030931978149728298
gpt2-xl,alphaedit,zsre,zsre_row12562,efficacy,acc,pre,0.75
gpt2-xl,alphaedit,zsre,zsre_row12562,generalisation,success,pre,0.0
gpt2-xl,alphaedit,zsre,zsre_row12562,generalisation,diff,pre,-0.14700302399926818
gpt2-xl,alphaedit,zsre,zsre_row12562,generalisation,acc,pre,0.75
gpt2-xl,alphaedit,zsre,zsre_row12562,specificity,success,pre,0.0
gpt2-xl,alphaedit,zsre,zsre_row12562,specificity,diff,pre,-0.09575036893646345
gpt2-xl,alphaedit,zsre,zsre_row12562,specificity,acc,pre,0.5897435897435898
gpt2-xl,alphaedit,zsre,zsre_row12562,efficacy,success,post,1.0
gpt2-xl,alphaedit,zsre,zsre_row12562,efficacy,diff,post,0.3533749169931236
gpt2-xl,alphaedit,zsre,zsre_row12562,efficacy,acc,post,0.75
gpt2-xl,alphaedit,zsre,zsre_row12562,generalisation,success,post,1.0
gpt2-xl,alphaedit,zsre,zsre_row12562,generalisation,diff,post,0.014726860335253888
gpt2-xl,alphaedit,zsre,zsre_row12562,generalisation,acc,post,0.75
gpt2-xl,alphaedit,zsre,zsre_row12562,specificity,success,post,0.0
gpt2-xl,alphaedit,zsre,zsre_row12562,specificity,diff,post,-0.09595739684925202
gpt2-xl,alphaedit,zsre,zsre_row12562,specificity,acc,post,0.5897435897435898
gpt2-xl,alphaedit,zsre,zsre_row13330,efficacy,success,pre,1.0
gpt2-xl,alphaedit,zsre,zsre_row13330,efficacy,diff,pre,0.0011947509600241058
gpt2-xl,alphaedit,zsre,zsre_row13330,efficacy,acc,pre,0.5
gpt2-xl,alphaedit,zsre,zsre_row13330,generalisation,success,pre,1.0
gpt2-xl,alphaedit,zsre,zsre_row13330,generalisation,diff,pre,0.0022326564970318397
gpt2-xl,alphaedit,zsre,zsre_row13330,generalisation,acc,pre,0.5
gpt2-xl,alphaedit,zsre,zsre_row13330,specificity,success,pre,0.0
gpt2-xl,alphaedit,zsre,zsre_row13330,specificity,diff,pre,-0.1027604608026697
gpt2-xl,alphaedit,zsre,zsre_row13330,specificity,acc,pre,0.5584415584415584
gpt2-xl,alphaedit,zsre,zsre_row13330,efficacy,success,post,1.0
gpt2-xl,alphaedit,zsre,zsre_row13330,efficacy,diff,post,0.9895498716733833
gpt2-xl,alphaedit,zsre,zsre_row13330,efficacy,acc,post,1.0
gpt2-xl,alphaedit,zsre,zsre_row13330,generalisation,success,post,1.0
gpt2-xl,alphaedit,zsre,zsre_row13330,generalisation,diff,post,0.01776234039302973
gpt2-xl,alphaedit,zsre,zsre_row13330,generalisation,acc,post,0.5
gpt2-xl,alphaedit,zsre,zsre_row13330,specificity,success,post,0.0
gpt2-xl,alphaedit,zsre,zsre_row13330,specificity,diff,post,-0.10233112821777927
gpt2-xl,alphaedit,zsre,zsre_row13330,specificity,acc,post,0.5584415584415584
gpt2-xl,anyedit,counterfact,11983,efficacy,success,pre,0.0
gpt2-xl,anyedit,counterfact,11983,efficacy,diff,pre,-0.03565468776027049
gpt2-xl,anyedit,counterfact,11983,efficacy,acc,pre,0.0
gpt2-xl,anyedit,counterfact,11983,generalisation,success,pre,0.0
gpt2-xl,anyedit,counterfact,11983,generalisation,diff,pre,-0.029315199454624997
gpt2-xl,anyedit,counterfact,11983,generalisation,acc,pre,0.0
gpt2-xl,anyedit,counterfact,11983,specificity,success,pre,0.1
gpt2-xl,anyedit,counterfact,11983,specificity,diff,pre,-0.053060422747595745
gpt2-xl,anyedit,counterfact,11983,specificity,acc,pre,0.1
gpt2-xl,anyedit,counterfact,11983,target_close_neighbour,success,pre,0.9
gpt2-xl,anyedit,counterfact,11983,target_close_neighbour,diff,pre,0.08293220752035592
gpt2-xl,anyedit,counterfact,11983,target_close_neighbour,acc,pre,0.2
gpt2-xl,anyedit,counterfact,11983,efficacy,success,post,1.0
gpt2-xl,anyedit,counterfact,11983,efficacy,diff,post,0.9997021288871849
gpt2-xl,anyedit,counterfact,11983,efficacy,acc,post,1.0
gpt2-xl,anyedit,counterfact,11983,generalisation,success,post,0.5
gpt2-xl,anyedit,counterfact,11983,generalisation,diff,post,0.49009667451926553
gpt2-xl,anyedit,counterfact,11983,generalisation,acc,post,0.5
gpt2-xl,anyedit,counterfact,11983,specificity,success,post,0.7
gpt2-xl,anyedit,counterfact,11983,specificity,diff,post,0.5768861123958915
gpt2-xl,anyedit,counterfact,11983,specificity,acc,post,0.0
gpt2-xl,anyedit,counterfact,11983,target_close_neighbour,success,post,1.0
gpt2-xl,anyedit,counterfact,11983,target_close_neighbour,diff,post,0.5003505687716037
gpt2-xl,anyedit,counterfact,11983,target_close_neighbour,acc,post,0.8
gpt2-xl,anyedit,counterfact,13602,efficacy,success,pre,0.0
gpt2-xl,anyedit,counterfact,13602,efficacy,diff,pre,-0.3437196922705103
gpt2-xl,anyedit,counterfact,13602,efficacy,acc,pre,0.0
gpt2-xl,anyedit,counterfact,13602,generalisation,success,pre,0.0
gpt2-xl,anyedit,counterfact,13602,generalisation,diff,pre,-0.22245752272190797
gpt2-xl,anyedit,counterfact,13602,generalisation,acc,pre,0.0
gpt2-xl,anyedit,counterfact,13602,specificity,success,pre,0.1
gpt2-xl,anyedit,counterfact,13602,specificity,diff,pre,-0.06374715831162822
gpt2-xl,anyedit,counterfact,13602,specificity,acc,pre,0.2
gpt2-xl,anyedit,counterfact,13602,target_close_neighbour,success,pre,0.2
gpt2-xl,anyedit,counterfact,13602,target_close_neighbour,diff,pre,-0.03959248573738354
gpt2-xl,anyedit,counterfact,13602,target_close_neighbour,acc,pre,0.0
gpt2-xl,anyedit,counterfact,13602,efficacy,success,post,1.0
gpt2-xl,anyedit,counterfact,13602,efficacy,diff,post,0.937468103821384
gpt2-xl,anyedit,counterfact,13602,efficacy,acc,post,1.0
gpt2-xl,anyedit,counterfact,13602,generalisation,success,post,0.0
gpt2-xl,anyedit,counterfact,13602,generalisation,diff,post,-0.2063183261342683
gpt2-xl,anyedit,counterfact,13602,generalisation,acc,post,0.0
gpt2-xl,anyedit,counterfact,13602,specificity,success,post,0.2
gpt2-xl,anyedit,counterfact,13602,specificity,diff,post,0.05293316521625896
gpt2-xl,anyedit,counterfact,13602,specificity,acc,post,0.1
gpt2-xl,anyedit,counterfact,13602,target_close_neighbour,success,post,0.6
gpt2-xl,anyedit,counterfact,13602,target_close_neighbour,diff,post,0.30438035207736946
gpt2-xl,anyedit,counterfact,13602,target_close_neighbour,acc,post,0.3
gpt2-xl,anyedit,counterfact,15471,efficacy,success,pre,0.0
gpt2-xl,anyedit,counterfact,15471,efficacy,diff,pre,-0.3657318186141431
gpt2-xl,anyedit,counterfact,15471,efficacy,acc,pre,0.0
gpt2-xl,anyedit,counterfact,15471,generalisation,success,pre,0.0
gpt2-xl,anyedit,counterfact,15471,generalisation,diff,pre,-0.005283081947585409
gpt2-xl,anyedit,counterfact,15471,generalisation,acc,pre,0.0
gpt2-xl,anyedit,counterfact,15471,specificity,success,pre,0.2
gpt2-xl,anyedit,counterfact,15471,specificity,diff,pre,0.005512395232580558
gpt2-xl,anyedit,counterfact,15471,specificity,acc,pre,0.0
gpt2-xl,anyedit,counterfact,15471,target_close_neighbour,success,pre,1.0
gpt2-xl,anyedit,counterfact,15471,target_close_neighbour,diff,pre,0.2552497925216935
gpt2-xl,anyedit,counterfact,15471,target_close_neighbour,acc,pre,0.3
gpt2-xl,anyedit,counterfact,15471,efficacy,success,post,1.0
gpt2-xl,anyedit,counterfact,15471,efficacy,diff,post,0.9994349014969514
gpt2-xl,anyedit,counterfact,15471,efficacy,acc,post,1.0
gpt2-xl,anyedit,counterfact,15471,generalisation,success,post,0.0
gpt2-xl,anyedit,counterfact,15471,generalisation,diff,post,-0.005369785259473238
gpt2-xl,anyedit,counterfact,15471,generalisation,acc,post,0.0
gpt2-xl,anyedit,counterfact,15471,specificity,success,post,0.2
gpt2-xl,anyedit,counterfact,15471,specificity,diff,post,0.09696466062604495
gpt2-xl,anyedit,counterfact,15471,specificity,acc,post,0.0
gpt2-xl,anyedit,counterfact,15471,target_close_neighbour,success,post,1.0
gpt2-xl,anyedit,counterfact,15471,target_close_neighbour,diff,post,0.3096296732874324
gpt2-xl,anyedit,counterfact,15471,target_close_neighbour,acc,post,0.3
gpt2-xl,anyedit,counterfact,4190,efficacy,success,pre,0.0
gpt2-xl,anyedit,counterfact,4190,efficacy,diff,pre,-0.0001472357942219095
gpt2-xl,anyedit,counterfact,4190,efficacy,acc,pre,0.0
gpt2-xl,anyedit,counterfact,4190,generalisation,success,pre,0.0
gpt2-xl,anyedit,counterfact,4190,generalisation,diff,pre,-0.0023938588327926747
gpt2-xl,anyedit,counterfact,4190,generalisation,acc,pre,0.0
gpt2-xl,anyedit,counterfact,4190,specificity,success,pre,0.2
gpt2-xl,anyedit,counterfact,4190,specificity,diff,pre,-0.00018885965733546909
gpt2-xl,anyedit,counterfact,4190,specificity,acc,pre,0.0
gpt2-xl,anyedit,counterfact,4190,target_close_neighbour,success,pre,0.8
gpt2-xl,anyedit,counterfact,4190,target_close_neighbour,diff,pre,0.007420845398691353
gpt2-xl,anyedit,counterfact,4190,target_close_neighbour,acc,pre,0.0
gpt2-xl,anyedit,counterfact,4190,efficacy,success,post,1.0
gpt2-xl,anyedit,counterfact,4190,efficacy,diff,post,0.9795192131346946
gpt2-xl,anyedit,counterfact,4190,efficacy,acc,post,1.0
gpt2-xl,anyedit,counterfact,4190,generalisation,success,post,0.0
gpt2-xl,anyedit,counterfact,4190,generalisation,diff,post,-0.004013182391300458
gpt2-xl,anyedit,counterfact,4190,generalisation,acc,post,0.0
gpt2-xl,anyedit,counterfact,4190,specificity,success,post,0.5
gpt2-xl,anyedit,counterfact,4190,specificity,diff,post,0.28482022513810035
gpt2-xl,anyedit,counterfact,4190,specificity,acc,post,0.0
gpt2-xl,anyedit,counterfact,4190,target_close_neighbour,success,post,0.8
gpt2-xl,anyedit,counterfact,4190,target_close_neighbour,diff,post,0.008459904222097855
gpt2-xl,anyedit,counterfact,4190,target_close_neighbour,acc,post,0.0
gpt2-xl,anyedit,counterfact,2414,efficacy,success,pre,0.0
gpt2-xl,anyedit,counterfact,2414,efficacy,diff,pre,-1.0947702925309163e-06
gpt2-xl,anyedit,counterfact,2414,efficacy,acc,pre,0.0
gpt2-xl,anyedit,counterfact,2414,generalisation,success,pre,0.0
gpt2-xl,anyedit,counterfact,2414,generalisation,diff,pre,-0.00018400724620467088
gpt2-xl,anyedit,counterfact,2414,generalisation,acc,pre,0.0
gpt2-xl,anyedit,counterfact,2414,specificity,success,pre,0.7
gpt2-xl,anyedit,counterfact,2414,specificity,diff,pre,0.00016071127775825418
gpt2-xl,anyedit,counterfact,2414,specificity,acc,pre,0.0
gpt2-xl,anyedit,counterfact,2414,target_close_neighbour,success,pre,0.9
gpt2-xl,anyedit,counterfact,2414,target_close_neighbour,diff,pre,0.00022327334298635678
gpt2-xl,anyedit,counterfact,2414,target_close_neighbour,acc,pre,0.0
gpt2-xl,anyedit,counterfact,2414,efficacy,success,post,1.0
gpt2-xl,anyedit,counterfact,2414,efficacy,diff,post,0.0021908730321193474
gpt2-xl,anyedit,counterfact,2414,efficacy,acc,post,0.0
gpt2-xl,anyedit,counterfact,2414,generalisation,success,post,0.0
gpt2-xl,anyedit,counterfact,2414,generalisation,diff,post,-0.000317300338863547
gpt2-xl,anyedit,counterfact,2414,generalisation,acc,post,0.0
gpt2-xl,anyedit,counterfact,2414,specificity,success,post,0.9
gpt2-xl,anyedit,counterfact,2414,specificity,diff,post,0.00028578689187647735
gpt2-xl,anyedit,counterfact,2414,specificity,acc,post,0.0
gpt2-xl,anyedit,counterfact,2414,target_close_neighbour,success,post,1.0
gpt2-xl,anyedit,counterfact,2414,target_close_neighbour,diff,post,0.0004013699896306202
gpt2-xl,anyedit,counterfact,2414,target_close_neighbour,acc,post,0.0
gpt2-xl,anyedit,genie,screenwriter_825,efficacy,success,pre,1.0
gpt2-xl,anyedit,genie,screenwriter_825,efficacy,diff,pre,0.15862127193183684
gpt2-xl,anyedit,genie,screenwriter_825,efficacy,acc,pre,0.75
gpt2-xl,anyedit,genie,screenwriter_825,paraphrase_1,success,pre,1.0
gpt2-xl,anyedit,genie,screenwriter_825,paraphrase_1,diff,pre,0.14202286119522917
gpt2-xl,anyedit,genie,screenwriter_825,paraphrase_1,acc,pre,0.75
gpt2-xl,anyedit,genie,screenwriter_825,paraphrase_2,success,pre,1.0
gpt2-xl,anyedit,genie,screenwriter_825,paraphrase_2,diff,pre,0.2037114227103598
gpt2-xl,anyedit,genie,screenwriter_825,paraphrase_2,acc,pre,0.75
gpt2-xl,anyedit,genie,screenwriter_825,paraphrase_3,success,pre,1.0
gpt2-xl,anyedit,genie,screenwriter_825,paraphrase_3,diff,pre,0.1507151492873296
gpt2-xl,anyedit,genie,screenwriter_825,paraphrase_3,acc,pre,0.75
gpt2-xl,anyedit,genie,screenwriter_825,hop_1,success,pre,1.0
gpt2-xl,anyedit,genie,screenwriter_825,hop_1,diff,pre,0.02688643249896003
gpt2-xl,anyedit,genie,screenwriter_825,hop_1,acc,pre,0.6
gpt2-xl,anyedit,genie,screenwriter_825,hop_2,success,pre,0.0
gpt2-xl,anyedit,genie,screenwriter_825,hop_2,diff,pre,-0.0030083054411368486
gpt2-xl,anyedit,genie,screenwriter_825,hop_2,acc,pre,0.0
gpt2-xl,anyedit,genie,screenwriter_825,hop_3,success,pre,0.0
gpt2-xl,anyedit,genie,screenwriter_825,hop_3,diff,pre,-0.22710440596671497
gpt2-xl,anyedit,genie,screenwriter_825,hop_3,acc,pre,0.0
